seq_name,nu,UniProt_ID,N,Features,N_Domain,Descriptions,Other_Descriptions,fdomain,Short_Descriptions,Other_Short_Descriptions,All_Short
Q8NFZ3_599_816,0.515,Q8NFZ3,218,,0.0,,,0.0,,,
Q8NFZ4_1_39,0.531,Q8NFZ4,39,,0.0,,,0.0,,,
Q8NFZ4_609_835,0.488,Q8NFZ4,227,,0.0,,,0.0,,,
Q8NFZ5_340_408,0.535,Q8NFZ5,69,Zinc finger,11.0,"CCHC NOA-type, Zinc finger",,0.1594202898550724,Zinc finger,,Zinc finger
Q8NFZ6_225_259,0.562,Q8NFZ6,35,,0.0,,,0.0,,,
Q8NFZ6_361_395,0.553,Q8NFZ6,35,,0.0,,,0.0,,,
Q8NFZ6_1_96,0.523,Q8NFZ6,96,,0.0,,,0.0,,,
Q8NFZ8_348_388,0.542,Q8NFZ8,41,,0.0,,,0.0,,,
Q8NG04_1_40,0.557,Q8NG04,40,,0.0,,,0.0,,,
Q8NG04_392_472,0.53,Q8NG04,81,,0.0,,,0.0,,,
Q8NG06_457_486,0.578,Q8NG06,30,,0.0,,,0.0,,,
Q8NG08_1_62,0.46,Q8NG08,62,,0.0,,,0.0,,,
Q8NG08_380_459,0.598,Q8NG08,80,,0.0,,,0.0,,,
Q8NG08_166_204,0.548,Q8NG08,39,,0.0,,,0.0,,,
Q8NG08_504_537,0.611,Q8NG08,34,,0.0,,,0.0,,,
Q8NG08_784_838,0.558,Q8NG08,55,,0.0,,,0.0,,,
Q8NG08_953_1087,0.542,Q8NG08,135,,0.0,,,0.0,,,
Q8NG27_1_263,0.515,Q8NG27,263,,0.0,,,0.0,,,
Q8NG27_264_526,0.52,Q8NG27,263,,0.0,,,0.0,,,
Q8NG31_1452_1934,0.531,Q8NG31,483,,0.0,,,0.0,,,
Q8NG31_969_1451,0.519,Q8NG31,483,,0.0,,,0.0,,,
Q8NG31_485_968,0.532,Q8NG31,484,,0.0,,,0.0,,,
Q8NG31_1_484,0.524,Q8NG31,484,,0.0,,,0.0,,,
Q8NG35_1_51,0.534,Q8NG35,51,,0.0,,,0.0,,,
Q8NG41_26_85,0.542,Q8NG41,60,,0.0,,,0.0,,,
Q8NG48_26_91,0.535,Q8NG48,66,,0.0,,,0.0,,,
Q8NG48_544_711,0.537,Q8NG48,168,,0.0,,,0.0,,,
Q8NG50_231_284,0.578,Q8NG50,54,,0.0,,,0.0,,,
Q8NG57_74_328,0.506,Q8NG57,255,,0.0,,,0.0,,,
Q8NG57_450_546,0.546,Q8NG57,97,,0.0,,,0.0,,,
Q8NG66_305_573,0.415,Q8NG66,269,,0.0,,,0.0,,,
Q8NG78_1_46,0.546,Q8NG78,46,,0.0,,,0.0,,,
Q8NG94_1_34,0.556,Q8NG94,34,,0.0,,,0.0,,,
Q8NGA2_272_310,0.551,Q8NGA2,39,,0.0,,,0.0,,,
Q8NGA4_1_39,0.563,Q8NGA4,39,,0.0,,,0.0,,,
Q8NGB2_1_31,0.548,Q8NGB2,31,,0.0,,,0.0,,,
Q8NGC0_1_64,0.526,Q8NGC0,64,,0.0,,,0.0,,,
Q8NGC0_305_362,0.536,Q8NGC0,58,,0.0,,,0.0,,,
Q8NGC1_1_52,0.523,Q8NGC1,52,,0.0,,,0.0,,,
Q8NGC6_251_315,0.493,Q8NGC6,65,,0.0,,,0.0,,,
Q8NGC7_1_30,0.563,Q8NGC7,30,,0.0,,,0.0,,,
Q8NGD4_237_311,0.527,Q8NGD4,75,,0.0,,,0.0,,,
Q8NGD5_243_310,0.517,Q8NGD5,68,,0.0,,,0.0,,,
Q8NGE0_241_317,0.51,Q8NGE0,77,,0.0,,,0.0,,,
Q8NGE7_1_38,0.534,Q8NGE7,38,,0.0,,,0.0,,,
Q8NGF7_236_314,0.52,Q8NGF7,79,,0.0,,,0.0,,,
Q8NGF9_238_272,0.559,Q8NGF9,35,,0.0,,,0.0,,,
Q8NGG2_1_43,0.546,Q8NGG2,43,,0.0,,,0.0,,,
Q8NGG3_299_340,0.536,Q8NGG3,42,,0.0,,,0.0,,,
Q8NGI3_273_324,0.566,Q8NGI3,52,,0.0,,,0.0,,,
Q8NGL2_273_311,0.565,Q8NGL2,39,,0.0,,,0.0,,,
Q8NGL6_1_39,0.568,Q8NGL6,39,,0.0,,,0.0,,,
Q8NGN1_248_323,0.539,Q8NGN1,76,,0.0,,,0.0,,,
Q8NGN3_249_311,0.541,Q8NGN3,63,,0.0,,,0.0,,,
Q8NGR1_1_32,0.551,Q8NGR1,32,,0.0,,,0.0,,,
Q8NGR2_1_38,0.556,Q8NGR2,38,,0.0,,,0.0,,,
Q8NGR9_1_30,0.555,Q8NGR9,30,,0.0,,,0.0,,,
Q8NGS5_255_318,0.533,Q8NGS5,64,,0.0,,,0.0,,,
Q8NGS6_1_50,0.519,Q8NGS6,50,,0.0,,,0.0,,,
Q8NGS6_287_347,0.541,Q8NGS6,61,,0.0,,,0.0,,,
Q8NGS7_257_320,0.533,Q8NGS7,64,,0.0,,,0.0,,,
Q8NGS8_225_318,0.523,Q8NGS8,94,,0.0,,,0.0,,,
Q8NGS9_258_318,0.527,Q8NGS9,61,,0.0,,,0.0,,,
Q8NGT0_255_318,0.524,Q8NGT0,64,,0.0,,,0.0,,,
Q8NGT2_271_312,0.522,Q8NGT2,42,,0.0,,,0.0,,,
Q8NGU2_246_314,0.521,Q8NGU2,69,,0.0,,,0.0,,,
Q8NGU9_1_46,0.55,Q8NGU9,46,,0.0,,,0.0,,,
Q8NGU9_358_434,0.497,Q8NGU9,77,,0.0,,,0.0,,,
Q8NGU9_189_218,0.578,Q8NGU9,30,,0.0,,,0.0,,,
Q8NGV5_1_51,0.521,Q8NGV5,51,,0.0,,,0.0,,,
Q8NGW1_259_331,0.533,Q8NGW1,73,,0.0,,,0.0,,,
Q8NGW6_1_41,0.537,Q8NGW6,41,,0.0,,,0.0,,,
Q8NGX3_270_314,0.564,Q8NGX3,45,,0.0,,,0.0,,,
Q8NGX5_266_313,0.517,Q8NGX5,48,,0.0,,,0.0,,,
Q8NGX6_287_335,0.554,Q8NGX6,49,,0.0,,,0.0,,,
Q8NGX6_1_34,0.539,Q8NGX6,34,,0.0,,,0.0,,,
Q8NGX9_268_317,0.53,Q8NGX9,50,,0.0,,,0.0,,,
Q8NGY1_273_313,0.541,Q8NGY1,41,,0.0,,,0.0,,,
Q8NGZ3_262_307,0.554,Q8NGZ3,46,,0.0,,,0.0,,,
Q8NGZ5_283_317,0.569,Q8NGZ5,35,,0.0,,,0.0,,,
Q8NH00_1_45,0.528,Q8NH00,45,,0.0,,,0.0,,,
Q8NH06_1_32,0.553,Q8NH06,32,,0.0,,,0.0,,,
Q8NH06_259_330,0.53,Q8NH06,72,,0.0,,,0.0,,,
Q8NH09_283_359,0.544,Q8NH09,77,,0.0,,,0.0,,,
Q8NH18_262_312,0.555,Q8NH18,51,,0.0,,,0.0,,,
Q8NH41_263_348,0.519,Q8NH41,86,,0.0,,,0.0,,,
Q8NH41_1_36,0.565,Q8NH41,36,,0.0,,,0.0,,,
Q8NH42_247_304,0.52,Q8NH42,58,,0.0,,,0.0,,,
Q8NH48_245_314,0.529,Q8NH48,70,,0.0,,,0.0,,,
Q8NH54_241_315,0.524,Q8NH54,75,,0.0,,,0.0,,,
Q8NH61_1_31,0.567,Q8NH61,31,,0.0,,,0.0,,,
Q8NH67_1_42,0.535,Q8NH67,42,,0.0,,,0.0,,,
Q8NH76_252_319,0.535,Q8NH76,68,,0.0,,,0.0,,,
Q8NH81_1_32,0.56,Q8NH81,32,,0.0,,,0.0,,,
Q8NH90_256_309,0.539,Q8NH90,54,,0.0,,,0.0,,,
Q8NH94_1_60,0.536,Q8NH94,60,,0.0,,,0.0,,,
Q8NHA8_300_337,0.555,Q8NHA8,38,,0.0,,,0.0,,,
Q8NHG7_1_77,0.544,Q8NHG7,77,,0.0,,,0.0,,,
Q8NHG8_1_153,0.514,Q8NHG8,153,,0.0,,,0.0,,,
Q8NHH1_750_800,0.551,Q8NHH1,51,,0.0,,,0.0,,,
Q8NHH1_580_617,0.558,Q8NHH1,38,,0.0,,,0.0,,,
Q8NHH1_1_219,0.53,Q8NHH1,219,,0.0,,,0.0,,,
Q8NHH9_1_61,0.488,Q8NHH9,61,,0.0,,,0.0,,,
Q8NHJ6_290_448,0.54,Q8NHJ6,159,,0.0,,,0.0,,,
Q8NHJ6_217_258,0.549,Q8NHJ6,42,,0.0,,,0.0,,,
Q8NHK3_218_375,0.514,Q8NHK3,158,,0.0,,,0.0,,,
Q8NHL6_421_650,0.512,Q8NHL6,230,,0.0,,,0.0,,,
Q8NHM5_384_508,0.507,Q8NHM5,125,,0.0,,,0.0,,,
Q8NHM5_717_1058,0.515,Q8NHM5,342,,0.0,,,0.0,,,
Q8NHM5_568_615,0.63,Q8NHM5,48,,0.0,,,0.0,,,
Q8NHM5_1_69,0.489,Q8NHM5,69,,0.0,,,0.0,,,
Q8NHP6_439_473,0.552,Q8NHP6,35,,0.0,,,0.0,,,
Q8NHP6_242_330,0.527,Q8NHP6,89,,0.0,,,0.0,,,
Q8NHP7_1_75,0.582,Q8NHP7,75,,0.0,,,0.0,,,
Q8NHP7_331_514,0.533,Q8NHP7,184,,0.0,,,0.0,,,
Q8NHP8_1_56,0.525,Q8NHP8,56,,0.0,,,0.0,,,
Q8NHQ1_307_452,0.529,Q8NHQ1,146,,0.0,,,0.0,,,
Q8NHQ1_227_256,0.553,Q8NHQ1,30,,0.0,,,0.0,,,
Q8NHQ1_1_30,0.56,Q8NHQ1,30,,0.0,,,0.0,,,
Q8NHQ8_349_419,0.523,Q8NHQ8,71,,0.0,,,0.0,,,
Q8NHQ8_76_161,0.56,Q8NHQ8,86,,0.0,,,0.0,,,
Q8NHQ9_511_600,0.364,Q8NHQ9,90,,0.0,,,0.0,,,
Q8NHR7_106_220,0.53,Q8NHR7,115,,0.0,,,0.0,,,
Q8NHS0_65_232,0.507,Q8NHS0,168,,0.0,,,0.0,,,
Q8NHS3_364_404,0.572,Q8NHS3,41,,0.0,,,0.0,,,
Q8NHS3_1_30,0.576,Q8NHS3,30,,0.0,,,0.0,,,
Q8NHS4_258_293,0.574,Q8NHS4,36,,0.0,,,0.0,,,
Q8NHS9_1_242,0.512,Q8NHS9,242,,0.0,,,0.0,,,
Q8NHU0_1_119,0.543,Q8NHU0,119,,0.0,,,0.0,,,
Q8NHU2_272_383,0.542,Q8NHU2,112,,0.0,,,0.0,,,
Q8NHU3_1_69,0.535,Q8NHU3,69,,0.0,,,0.0,,,
Q8NHU3_329_365,0.532,Q8NHU3,37,,0.0,,,0.0,,,
Q8NHU6_835_907,0.557,Q8NHU6,73,,0.0,,,0.0,,,
Q8NHU6_392_457,0.553,Q8NHU6,66,,0.0,,,0.0,,,
Q8NHU6_287_348,0.56,Q8NHU6,62,,0.0,,,0.0,,,
Q8NHU6_80_241,0.55,Q8NHU6,162,,0.0,,,0.0,,,
Q8NHV4_297_573,0.538,Q8NHV4,277,,0.0,,,0.0,,,
Q8NHV9_1_103,0.539,Q8NHV9,103,,0.0,,,0.0,,,
Q8NHW3_1_220,0.527,Q8NHW3,220,,0.0,,,0.0,,,
Q8NHW3_323_353,0.562,Q8NHW3,31,,0.0,,,0.0,,,
Q8NHW5_262_317,0.594,Q8NHW5,56,,0.0,,,0.0,,,
Q8NHX4_1_192,0.511,Q8NHX4,192,,0.0,,,0.0,,,
Q8NHX9_1_45,0.546,Q8NHX9,45,,0.0,,,0.0,,,
Q8NHX9_695_752,0.563,Q8NHX9,58,,0.0,,,0.0,,,
Q8NHY0_1_117,0.52,Q8NHY0,117,,0.0,,,0.0,,,
Q8NHY2_1_138,0.538,Q8NHY2,138,,0.0,,,0.0,,,
Q8NHY2_196_230,0.54,Q8NHY2,35,,0.0,,,0.0,,,
Q8NHY2_297_361,0.476,Q8NHY2,65,,0.0,,,0.0,,,
Q8NHY3_270_575,0.503,Q8NHY3,306,,0.0,,,0.0,,,
Q8NHY3_576_880,0.437,Q8NHY3,305,,0.0,,,0.0,,,
Q8NHY6_150_429,0.487,Q8NHY6,280,,0.0,,,0.0,,,
Q8NHY6_1_112,0.563,Q8NHY6,112,,0.0,,,0.0,,,
Q8NHY6_815_868,0.551,Q8NHY6,54,Zinc finger,20.0,"C2H2-type 15; degenerate, Zinc finger",,0.3703703703703703,Zinc finger,,Zinc finger
Q8NHZ7_1_164,0.508,Q8NHZ7,164,,0.0,,,0.0,,,
Q8NHZ8_26_85,0.537,Q8NHZ8,60,,0.0,,,0.0,,,
Q8NI08_530_780,0.515,Q8NI08,251,,0.0,,,0.0,,,
Q8NI08_154_226,0.534,Q8NI08,73,,0.0,,,0.0,,,
Q8NI08_279_529,0.542,Q8NI08,251,,0.0,,,0.0,,,
Q8NI08_1_116,0.558,Q8NI08,116,,0.0,,,0.0,,,
Q8NI17_545_732,0.535,Q8NI17,188,,0.0,,,0.0,,,
Q8NI22_1_50,0.525,Q8NI22,50,,0.0,,,0.0,,,
Q8NI27_306_345,0.565,Q8NI27,40,,0.0,,,0.0,,,
Q8NI27_1184_1593,0.547,Q8NI27,410,,0.0,,,0.0,,,
Q8NI28_1_216,0.52,Q8NI28,216,,0.0,,,0.0,,,
Q8NI32_1_35,0.553,Q8NI32,35,,0.0,,,0.0,,,
Q8NI35_1606_1684,0.524,Q8NI35,79,,0.0,,,0.0,,,
Q8NI35_1324_1432,0.546,Q8NI35,109,,0.0,,,0.0,,,
Q8NI35_1756_1801,0.603,Q8NI35,46,,0.0,,,0.0,,,
Q8NI35_1153_1231,0.533,Q8NI35,79,,0.0,,,0.0,,,
Q8NI35_765_1072,0.545,Q8NI35,308,,0.0,,,0.0,,,
Q8NI35_441_687,0.525,Q8NI35,247,,0.0,,,0.0,,,
Q8NI35_317_378,0.561,Q8NI35,62,,0.0,,,0.0,,,
Q8NI35_209_256,0.55,Q8NI35,48,,0.0,,,0.0,,,
Q8NI35_68_128,0.551,Q8NI35,61,,0.0,,,0.0,,,
Q8NI36_1_70,0.526,Q8NI36,70,,0.0,,,0.0,,,
Q8NI36_713_827,0.502,Q8NI36,115,,0.0,,,0.0,,,
Q8NI37_1_43,0.547,Q8NI37,43,,0.0,,,0.0,,,
Q8NI51_560_663,0.472,Q8NI51,104,,0.0,,,0.0,,,
Q8NI51_1_266,0.552,Q8NI51,266,,0.0,,,0.0,,,
Q8NI60_1_276,0.505,Q8NI60,276,,0.0,,,0.0,,,
Q8NI77_611_898,0.521,Q8NI77,288,,0.0,,,0.0,,,
Q8NI99_1_254,0.511,Q8NI99,254,,0.0,,,0.0,,,
Q8TA86_176_221,0.487,Q8TA86,46,,0.0,,,0.0,,,
Q8TA94_1_177,0.511,Q8TA94,177,Zinc finger,116.0,"C2H2-type 1; degenerate, Zinc finger",KRAB,0.655367231638418,Zinc finger,KRAB,Zinc finger & KRAB
Q8TAA1_1_199,0.523,Q8TAA1,199,,0.0,,,0.0,,,
Q8TAA5_1_58,0.481,Q8TAA5,58,,0.0,,,0.0,,,
Q8TAA9_302_332,0.585,Q8TAA9,31,,0.0,,,0.0,,,
Q8TAA9_1_109,0.494,Q8TAA9,109,,0.0,,,0.0,,,
Q8TAB3_679_1148,0.503,Q8TAB3,470,,0.0,,,0.0,,,
Q8TAB5_1_139,0.544,Q8TAB5,139,,0.0,,,0.0,,,
Q8TAB7_1_48,0.542,Q8TAB7,48,,0.0,,,0.0,,,
Q8TAC9_196_235,0.57,Q8TAC9,40,,0.0,,,0.0,,,
Q8TAD4_531_594,0.542,Q8TAD4,64,,0.0,,,0.0,,,
Q8TAD4_735_765,0.555,Q8TAD4,31,,0.0,,,0.0,,,
Q8TAD4_1_31,0.594,Q8TAD4,31,,0.0,,,0.0,,,
Q8TAD4_160_199,0.549,Q8TAD4,40,,0.0,,,0.0,,,
Q8TAD4_319_390,0.529,Q8TAD4,72,,0.0,,,0.0,,,
Q8TAD8_1_227,0.521,Q8TAD8,227,,0.0,,,0.0,,,
Q8TAE6_1_165,0.493,Q8TAE6,165,,0.0,,,0.0,,,
Q8TAE7_116_159,0.496,Q8TAE7,44,,0.0,,,0.0,,,
Q8TAF3_597_634,0.595,Q8TAF3,38,,0.0,,,0.0,,,
Q8TAF5_1_88,0.539,Q8TAF5,88,,0.0,,,0.0,,,
Q8TAF7_1_269,0.49,Q8TAF7,269,Zinc finger,114.0,"C2H2-type 1, C2H2-type 2, Zinc finger",KRAB,0.4237918215613382,Zinc finger,KRAB,Zinc finger & KRAB
Q8TAG5_156_236,0.537,Q8TAG5,81,,0.0,,,0.0,,,
Q8TAG5_66_95,0.601,Q8TAG5,30,Domain,29.0,Ig-like V-type,,0.9666666666666668,Ig-like,,Ig-like
Q8TAG6_1_207,0.512,Q8TAG6,207,,0.0,,,0.0,,,
Q8TAG9_220_284,0.451,Q8TAG9,65,,0.0,,,0.0,,,
Q8TAG9_1_38,0.576,Q8TAG9,38,,0.0,,,0.0,,,
Q8TAI1_1_123,0.566,Q8TAI1,123,,0.0,,,0.0,,,
Q8TAK5_159_354,0.546,Q8TAK5,196,,0.0,,,0.0,,,
Q8TAK5_391_448,0.575,Q8TAK5,58,,0.0,,,0.0,,,
Q8TAK6_179_271,0.547,Q8TAK6,93,,0.0,,,0.0,,,
Q8TAK6_1_93,0.544,Q8TAK6,93,,0.0,,,0.0,,,
Q8TAL5_1_461,0.441,Q8TAL5,461,,0.0,,,0.0,,,
Q8TAL6_1_86,0.483,Q8TAL6,86,,0.0,,,0.0,,,
Q8TAM1_426_598,0.493,Q8TAM1,173,,0.0,,,0.0,,,
Q8TAM1_100_129,0.527,Q8TAM1,30,,0.0,,,0.0,,,
Q8TAM2_146_239,0.513,Q8TAM2,94,,0.0,,,0.0,,,
Q8TAM6_1_257,0.52,Q8TAM6,257,,0.0,,,0.0,,,
Q8TAP6_1_106,0.521,Q8TAP6,106,,0.0,,,0.0,,,
Q8TAP8_198_253,0.515,Q8TAP8,56,,0.0,,,0.0,,,
Q8TAP8_1_110,0.477,Q8TAP8,110,,0.0,,,0.0,,,
Q8TAP9_1_179,0.479,Q8TAP9,179,,0.0,,,0.0,,,
Q8TAQ2_534_602,0.545,Q8TAQ2,69,,0.0,,,0.0,,,
Q8TAQ2_647_865,0.561,Q8TAQ2,219,,0.0,,,0.0,,,
Q8TAQ2_949_1214,0.532,Q8TAQ2,266,,0.0,,,0.0,,,
Q8TAQ2_267_421,0.346,Q8TAQ2,155,,0.0,,,0.0,,,
Q8TAQ5_1_143,0.488,Q8TAQ5,143,,0.0,,,0.0,,,
Q8TAQ9_1_171,0.463,Q8TAQ9,171,,0.0,,,0.0,,,
Q8TAT2_148_258,0.501,Q8TAT2,111,,0.0,,,0.0,,,
Q8TAT2_1_52,0.546,Q8TAT2,52,,0.0,,,0.0,,,
Q8TAT5_287_513,0.525,Q8TAT5,227,Zinc finger,29.0,"RanBP2-type, Zinc finger",,0.1277533039647577,Zinc finger,,Zinc finger
Q8TAT5_30_67,0.563,Q8TAT5,38,,0.0,,,0.0,,,
Q8TAT6_556_608,0.557,Q8TAT6,53,Zinc finger,28.0,"RanBP2-type, Zinc finger",,0.5283018867924528,Zinc finger,,Zinc finger
Q8TAT6_72_108,0.573,Q8TAT6,37,,0.0,,,0.0,,,
Q8TAT8_1_98,0.536,Q8TAT8,98,,0.0,,,0.0,,,
Q8TAU0_1_145,0.545,Q8TAU0,145,,0.0,,,0.0,,,
Q8TAU0_221_364,0.517,Q8TAU0,144,,0.0,,,0.0,,,
Q8TAU3_1_253,0.505,Q8TAU3,253,Zinc finger,108.0,"C2H2-type 1, C2H2-type 2, Zinc finger",KRAB,0.4268774703557312,Zinc finger,KRAB,Zinc finger & KRAB
Q8TAV0_139_214,0.529,Q8TAV0,76,,0.0,,,0.0,,,
Q8TAV5_1_145,0.515,Q8TAV5,145,,0.0,,,0.0,,,
Q8TAW3_1_290,0.463,Q8TAW3,290,Zinc finger,93.0,"C2H2-type 1; degenerate, Zinc finger",KRAB,0.3206896551724137,Zinc finger,KRAB,Zinc finger & KRAB
Q8TAX0_1_173,0.522,Q8TAX0,173,,0.0,,,0.0,,,
Q8TAX7_1_353,0.511,Q8TAX7,353,,0.0,,,0.0,,,
Q8TAX9_166_246,0.525,Q8TAX9,81,,0.0,,,0.0,,,
Q8TAX9_364_411,0.609,Q8TAX9,48,,0.0,,,0.0,,,
Q8TAX9_57_128,0.545,Q8TAX9,72,,0.0,,,0.0,,,
Q8TAY7_1_271,0.507,Q8TAY7,271,,0.0,,,0.0,,,
Q8TAZ6_201_248,0.603,Q8TAZ6,48,,0.0,,,0.0,,,
Q8TAZ6_1_77,0.573,Q8TAZ6,77,,0.0,,,0.0,,,
Q8TB05_51_177,0.521,Q8TB05,127,,0.0,,,0.0,,,
Q8TB22_1_63,0.557,Q8TB22,63,,0.0,,,0.0,,,
Q8TB24_1_56,0.511,Q8TB24,56,,0.0,,,0.0,,,
Q8TB24_180_601,0.513,Q8TB24,422,,0.0,,,0.0,,,
Q8TB33_1_94,0.521,Q8TB33,94,,0.0,,,0.0,,,
Q8TB37_1_51,0.558,Q8TB37,51,,0.0,,,0.0,,,
Q8TB45_228_312,0.55,Q8TB45,85,,0.0,,,0.0,,,
Q8TB52_128_507,0.55,Q8TB52,380,,0.0,,,0.0,,,
Q8TB61_1_41,0.525,Q8TB61,41,,0.0,,,0.0,,,
Q8TB68_51_274,0.503,Q8TB68,224,,0.0,,,0.0,,,
Q8TB69_1_292,0.474,Q8TB69,292,Zinc finger,96.0,"C2H2-type 1; degenerate, Zinc finger",KRAB,0.3287671232876712,Zinc finger,KRAB,Zinc finger & KRAB
Q8TB72_1_353,0.533,Q8TB72,353,,0.0,,,0.0,,,
Q8TB72_354_706,0.504,Q8TB72,353,,0.0,,,0.0,,,
Q8TB73_1_48,0.523,Q8TB73,48,,0.0,,,0.0,,,
Q8TB73_230_291,0.526,Q8TB73,62,Domain,30.0,Fibronectin type-III 1,,0.4838709677419355,Fibronectin,,Fibronectin
Q8TB73_92_125,0.607,Q8TB73,34,,0.0,,,0.0,,,
Q8TB92_1_73,0.527,Q8TB92,73,,0.0,,,0.0,,,
Q8TB96_1_35,0.547,Q8TB96,35,,0.0,,,0.0,,,
Q8TBA6_21_236,0.531,Q8TBA6,216,,0.0,,,0.0,,,
Q8TBA6_624_731,0.512,Q8TBA6,108,,0.0,,,0.0,,,
Q8TBB0_84_142,0.5,Q8TBB0,59,,0.0,,,0.0,,,
Q8TBB1_355_387,0.564,Q8TBB1,33,,0.0,,,0.0,,,
Q8TBB1_587_627,0.579,Q8TBB1,41,,0.0,,,0.0,,,
Q8TBB1_130_269,0.51,Q8TBB1,140,,0.0,,,0.0,,,
Q8TBB1_453_510,0.549,Q8TBB1,58,,0.0,,,0.0,,,
Q8TBB5_346_430,0.429,Q8TBB5,85,,0.0,,,0.0,,,
Q8TBB5_486_520,0.701,Q8TBB5,35,,0.0,,,0.0,,,
Q8TBB6_431_543,0.544,Q8TBB6,113,,0.0,,,0.0,,,
Q8TBB6_1_53,0.54,Q8TBB6,53,,0.0,,,0.0,,,
Q8TBB6_688_771,0.503,Q8TBB6,84,,0.0,,,0.0,,,
Q8TBC3_592_707,0.507,Q8TBC3,116,,0.0,,,0.0,,,
Q8TBC3_127_197,0.565,Q8TBC3,71,,0.0,,,0.0,,,
Q8TBC5_1_48,0.556,Q8TBC5,48,,0.0,,,0.0,,,
Q8TBC5_120_510,0.523,Q8TBC5,391,"Domain, Zinc finger",55.0,"C2H2-type 1, C2H2-type 2, SCAN box, Zinc finger",,0.1406649616368286,Zinc finger,,Zinc finger
Q8TBE0_1_293,0.492,Q8TBE0,293,,0.0,,,0.0,,,
Q8TBE0_294_585,0.463,Q8TBE0,292,,0.0,,,0.0,,,
Q8TBE3_140_224,0.554,Q8TBE3,85,,0.0,,,0.0,,,
Q8TBE7_1_94,0.493,Q8TBE7,94,,0.0,,,0.0,,,
Q8TBF4_127_217,0.486,Q8TBF4,91,,0.0,,,0.0,,,
Q8TBF5_1_43,0.566,Q8TBF5,43,,0.0,,,0.0,,,
Q8TBF8_1_43,0.531,Q8TBF8,43,,0.0,,,0.0,,,
Q8TBF8_338_368,0.564,Q8TBF8,31,,0.0,,,0.0,,,
Q8TBG4_441_499,0.571,Q8TBG4,59,,0.0,,,0.0,,,
Q8TBG9_196_265,0.541,Q8TBG9,70,,0.0,,,0.0,,,
Q8TBH0_306_407,0.515,Q8TBH0,102,,0.0,,,0.0,,,
Q8TBJ4_277_325,0.551,Q8TBJ4,49,,0.0,,,0.0,,,
Q8TBJ5_1_275,0.513,Q8TBJ5,275,,0.0,,,0.0,,,
Q8TBK2_1_65,0.531,Q8TBK2,65,,0.0,,,0.0,,,
Q8TBK6_88_192,0.5,Q8TBK6,105,,0.0,,,0.0,,,
Q8TBK6_1_34,0.571,Q8TBK6,34,,0.0,,,0.0,,,
Q8TBM8_167_253,0.52,Q8TBM8,87,,0.0,,,0.0,,,
Q8TBM8_49_97,0.561,Q8TBM8,49,,0.0,,,0.0,,,
Q8TBN0_168_217,0.562,Q8TBN0,50,,0.0,,,0.0,,,
Q8TBN0_1_63,0.545,Q8TBN0,63,,0.0,,,0.0,,,
Q8TBP0_350_379,0.566,Q8TBP0,30,,0.0,,,0.0,,,
Q8TBP0_1_299,0.485,Q8TBP0,299,,0.0,,,0.0,,,
Q8TBP0_716_767,0.555,Q8TBP0,52,,0.0,,,0.0,,,
Q8TBP5_1_190,0.5,Q8TBP5,190,,0.0,,,0.0,,,
Q8TBP6_1_92,0.532,Q8TBP6,92,,0.0,,,0.0,,,
Q8TBQ9_1_72,0.52,Q8TBQ9,72,,0.0,,,0.0,,,
Q8TBR5_1_109,0.536,Q8TBR5,109,,0.0,,,0.0,,,
Q8TBX8_292_339,0.571,Q8TBX8,48,,0.0,,,0.0,,,
Q8TBX8_1_46,0.576,Q8TBX8,46,,0.0,,,0.0,,,
Q8TBY0_306_384,0.539,Q8TBY0,79,,0.0,,,0.0,,,
Q8TBY0_463_533,0.511,Q8TBY0,71,,0.0,,,0.0,,,
Q8TBY8_42_75,0.599,Q8TBY8,34,,0.0,,,0.0,,,
Q8TBY8_430_524,0.564,Q8TBY8,95,,0.0,,,0.0,,,
Q8TBY8_849_887,0.556,Q8TBY8,39,,0.0,,,0.0,,,
Q8TBY8_946_1007,0.54,Q8TBY8,62,,0.0,,,0.0,,,
Q8TBY8_204_235,0.567,Q8TBY8,32,,0.0,,,0.0,,,
Q8TBY9_1_240,0.559,Q8TBY9,240,,0.0,,,0.0,,,
Q8TBY9_1092_1149,0.592,Q8TBY9,58,,0.0,,,0.0,,,
Q8TBZ0_767_833,0.54,Q8TBZ0,67,,0.0,,,0.0,,,
Q8TBZ0_1_58,0.569,Q8TBZ0,58,,0.0,,,0.0,,,
Q8TBZ0_88_431,0.492,Q8TBZ0,344,,0.0,,,0.0,,,
Q8TBZ2_1_206,0.529,Q8TBZ2,206,,0.0,,,0.0,,,
Q8TBZ2_248_414,0.481,Q8TBZ2,167,,0.0,,,0.0,,,
Q8TBZ2_609_947,0.511,Q8TBZ2,339,,0.0,,,0.0,,,
Q8TBZ3_318_510,0.515,Q8TBZ3,193,,0.0,,,0.0,,,
Q8TBZ5_1_158,0.519,Q8TBZ5,158,,0.0,,,0.0,,,
Q8TBZ6_274_339,0.569,Q8TBZ6,66,,0.0,,,0.0,,,
Q8TBZ6_1_47,0.544,Q8TBZ6,47,,0.0,,,0.0,,,
Q8TBZ8_1_146,0.493,Q8TBZ8,146,Zinc finger,101.0,"C2H2-type 1, Zinc finger",KRAB,0.6917808219178082,Zinc finger,KRAB,Zinc finger & KRAB
Q8TBZ8_524_553,0.554,Q8TBZ8,30,,0.0,,,0.0,,,
